1.1479456000000001	0.8975104	0.09691244282421096	0.22865718802652998	-4257.404117195392
0.9965888	0.8711616000000001	0.021426655034041286	0.07770041925868001	-6449.657250469216
0.9449152000000001	0.8661568000000001	0.005070082224153838	0.030152780769007223	-8586.031230719813
0.9238368000000001	0.8678816	0.0011888508835135037	0.015451828262758462	-10745.491155013251
0.9160352	0.8716576	0.000259774129451662	0.011736843709630304	-13013.081718917005
0.9147040000000001	0.8757632000000001	0.00004616968597093152	0.008655797863264203	-15591.25474042637
0.9160480000000001	0.8791008	6.256489633593709e-6	0.005233246494517347	-18576.651968375452
0.9176576000000001	0.8810560000000001	7.719038818132518e-7	0.002725416053355061	-21702.884355972892
0.9187328	0.8820512	1.1375343644814961e-7	0.0012657799747714043	-24562.411068830934
0.9192384000000001	0.882464	4.601083192223854e-8	0.0006158738646763901	-25906.42302221793
0.9194304000000001	0.8826048000000001	4.0558748914953924e-8	0.00037905676194402183	-26081.109369520585
0.9195040000000001	0.8826464	3.9686996577970035e-8	0.00029452421606840823	-26099.09521389344
0.9195648000000001	0.8826720000000001	3.849162477642665e-8	0.0002289627406289518	-26130.372399860935
